"Ping Local" "Ping LocalApp-CorpApp" "Ping LocalApp-CorpDB" "Load Average LocalApp" "Load Average LocalDB" "Load Average CORPApp" "TNS ping LocalApp-LocalDB" "TNS ping LocalApp-CorpDB" "Class"
0.390 60.1 59.9 1.67 0.37 2.65 0 130 0
0.389 68.7 59.5 1.46 0.23 1.55 0 130 0
0.380 59.1 59.3 1.39 0.36 1.41 0 130 0
0.334 60.7 59.3 1.72 0.23 0.98 10 130 0
0.408 58.9 59.6 2.05 0.25 1.12 0 140 0
0.288 59.0 59.4 2.11 0.21 0.89 0 130 0
0.437 59.7 59.5 1.30 0.17 0.58 0 130 0
0.427 80.2 58.9 1.25 0.36 0.25 0 130 0
0.390 59.3 59.5 1.47 0.23 0.09 0 130 0
0.340 70.6 58.8 1.31 0.36 0.56 0 140 0
0.387 59.7 59.7 1.52 0.45 2.30 0 130 0
0.448 59.9 59.0 1.96 0.45 0.95 0 140 0
0.293 59.2 59.5 1.52 0.40 0.70 0 130 0
0.408 60.1 59.4 1.56 0.28 0.32 0 130 0
0.425 81.5 59.4 1.43 0.42 0.72 0 130 0
0.436 59.5 59.2 1.09 0.24 0.57 0 130 0
0.434 60.9 59.7 0.87 0.09 0.48 0 130 0
0.361 58.8 59.6 0.66 0.03 0.32 0 130 0
0.365 58.9 9999999999 1.64 0.17 0.22 10 140 2
0.353 59.3 59.1 1.31 0.31 0.53 0 390 0
0.355 59.4 61.3 1.60 0.45 2.23 0 140 0
0.351 59.0 62.9 1.55 0.27 1.11 0 150 0
0.349 61.6 74.0 1.18 0.19 0.67 0 180 0
0.311 59.2 59.7 1.23 0.15 0.22 0 130 0
0.325 128 59.4 1.70 0.25 0.78 10 130 0
0.347 59.7 59.4 1.49 0.36 1.00 10 130 0
0.522 59.8 59.0 1.47 0.62 0.60 0 130 0
0.443 60.0 59.6 0.89 0.39 0.26 0 130 0
0.418 59.4 59.1 0.98 0.21 0.09 0 130 0
0.355 59.4 59.3 1.09 0.19 0.64 0 130 0
0.483 60.9 59.4 1.64 0.25 1.72 0 170 0
0.260 59.8 59.2 0.92 0.16 0.81 0 130 0
0.426 59.1 59.5 0.93 0.16 0.65 0 140 0
0.357 58.9 59.3 0.64 0.18 0.32 0 140 0
0.314 60.2 58.9 1.29 0.18 0.86 0 140 0
0.308 59.6 59.6 1.05 0.21 2.20 0 130 0
0.313 60.4 59.1 0.89 0.20 1.53 0 130 0
0.410 70.3 59.4 0.67 0.15 1.40 0 130 0
0.359 66.4 59.4 1.28 0.32 1.21 0 130 0
0.475 59.1 59.6 1.18 0.27 0.71 0 130 0
0.338 59.1 59.3 1.42 0.14 2.43 0 130 0
0.410 59.0 59.4 1.71 0.05 1.13 0 140 0
0.343 60.0 59.5 1.13 0.13 0.73 0 140 0
0.405 58.9 59.6 0.98 0.14 0.40 0 130 0
0.471 59.5 59.6 0.89 0.11 0.37 0 130 0
0.385 58.9 59.6 1.36 0.04 0.62 0 140 0
0.283 59.2 59.6 1.12 0.20 0.59 0 130 0
0.324 58.8 59.1 0.70 0.13 0.25 0 140 0
0.520 60.0 59.3 0.72 0.11 0.20 0 130 0
0.466 59.0 59.8 0.46 0.12 0.47 0 130 0
0.389 61.1 59.5 1.22 0.30 2.38 0 140 0
0.387 59.8 59.1 0.89 0.17 0.98 0 130 0
0.438 59.5 59.1 1.04 0.17 0.86 0 130 0
0.329 68.0 59.7 1.05 0.29 0.57 10 130 0
0.300 59.3 59.1 1.41 0.34 0.38 10 130 0
0.307 59.3 59.8 1.09 0.25 1.42 0 140 0
0.391 61.3 59.2 1.49 0.09 0.99 0 140 0
0.308 62.8 59.3 1.10 0.06 0.59 10 130 0
0.388 59.4 77.2 0.82 0.14 0.47 0 140 0
0.288 65.7 59.2 0.83 0.05 0.25 0 150 0
0.330 63.7 59.2 1.09 0.14 1.89 10 150 0
0.400 58.9 59.4 0.49 0.20 0.92 0 160 0
0.488 59.3 76.9 0.44 0.18 0.59 0 150 0
0.404 60.6 59.7 0.63 0.18 0.33 0 130 0
0.326 58.9 59.4 0.43 0.06 0.17 0 130 0
0.429 66.4 59.6 0.70 0.15 1.36 0 130 0
0.295 59.5 59.1 0.58 0.05 0.88 0 140 0
0.378 62.0 59.4 0.96 0.13 0.32 0 140 0
0.402 59.2 59.3 1.12 0.13 0.17 10 130 0
0.417 60.4 60.9 0.96 0.23 0.12 0 130 0
0.446 63.4 80.2 0.74 0.17 2.23 0 140 0
0.320 62.8 59.4 0.46 0.06 1.03 0 130 0
0.486 66.3 65.9 0.46 0.07 0.64 0 160 0
0.379 65.0 59.5 0.64 0.07 0.27 0 160 0
0.420 66.1 59.6 0.41 0.14 0.19 10 160 0
0.380 62.7 60.3 0.84 0.38 0.81 0 150 0
0.400 63.0 59.5 0.66 0.15 0.56 0 130 0
0.407 64.3 59.5 0.59 0.21 0.28 0 140 0
0.450 62.5 59.1 0.36 0.33 0.17 0 140 0
0.320 65.3 72.4 0.13 0.20 0.11 690 160 0
0.336 65.3 59.4 0.84 0.23 2.96 0 160 0
0.356 63.8 59.5 1.00 0.23 1.44 0 150 0
0.399 62.3 59.8 0.74 0.21 0.78 0 160 0
0.373 62.7 57.5 1.01 0.26 0.33 0 140 0
0.401 62.8 61.4 0.94 0.09 0.36 0 150 0
0.490 62.1 65.1 0.88 0.20 1.25 0 130 0
0.427 63.3 57.7 0.68 0.31 1.12 0 150 0
0.369 62.2 57.8 0.53 0.28 0.61 0 130 0
0.489 62.2 57.8 0.61 0.35 0.49 0 140 0
0.351 62.1 65.8 0.52 0.30 0.25 0 160 0
0.444 63.9 58.0 0.43 0.30 2.72 0 160 0
0.316 62.7 57.9 0.83 0.14 1.63 0 130 0
0.436 62.3 79.8 0.54 0.23 0.80 0 170 0
0.376 63.2 57.7 0.26 0.22 0.29 0 130 0
0.345 62.5 70.7 0.38 0.57 0.24 0 150 0
0.407 63.6 57.8 0.57 0.36 1.14 0 140 0
0.439 62.9 59.8 0.46 0.17 1.04 0 140 0
0.483 62.3 90.4 0.34 0.15 0.56 0 140 0
0.480 62.7 80.1 0.39 0.33 1.23 10 150 0
0.601 62.1 57.9 0.29 0.22 0.63 0 130 0
0.320 61.6 57.8 0.41 0.36 2.20 10 130 0
0.462 62.2 58.0 0.22 0.25 1.14 0 160 0
0.438 64.4 57.9 0.35 0.19 0.68 0 150 0
0.492 62.4 57.7 0.37 0.20 0.25 0 130 0
0.456 63.2 57.5 0.17 0.13 0.21 0 150 0
0.375 62.5 57.8 0.31 0.04 0.51 0 130 0
0.309 62.1 57.8 0.19 0.05 0.70 0 160 0
0.366 64.8 60.1 0.22 0.02 0.41 0 150 0
0.359 61.8 80.8 0.24 0.03 0.22 0 130 0
0.366 61.6 57.7 0.53 0.09 0.19 0 140 0
0.372 62.1 57.9 0.88 0.12 1.55 0 130 0
0.414 63.8 65.9 1.30 0.23 1.12 0 130 0
0.365 62.6 58.2 1.37 0.36 0.74 0 130 0
0.328 61.6 88.5 0.99 0.27 0.44 0 140 0
0.375 62.1 57.8 1.06 0.28 0.47 0 130 0
0.429 62.3 57.8 0.83 0.31 0.39 0 130 0
0.298 62.1 57.8 1.39 0.32 0.70 0 130 0
0.400 63.6 57.7 1.26 0.28 0.25 0 130 0
0.441 61.7 57.4 1.07 0.24 0.09 10 130 0
0.399 89.4 57.9 0.98 0.11 0.03 0 130 0
0.358 62.6 57.7 0.83 0.14 1.60 0 130 0
0.497 62.3 57.7 0.96 0.09 1.18 10 130 0
0.414 79.6 58.0 0.72 0.14 0.76 10 130 0
0.319 63.3 58.1 0.88 0.17 0.32 0 120 0
0.378 68.2 57.8 1.12 0.06 0.16 0 130 0
0.416 62.3 57.5 0.90 0.12 0.53 0 120 0
0.331 73.4 57.5 0.76 0.12 0.70 10 130 0
0.370 68.3 57.5 0.84 0.23 0.25 0 130 0
0.412 62.7 57.7 1.36 0.08 0.09 0 130 0
0.413 64.6 58.0 1.04 0.16 0.11 10 130 0
0.376 61.4 57.5 1.37 0.11 1.90 0 130 0
0.320 67.1 57.9 1.12 0.13 1.26 0 120 0
0.486 71.4 57.8 1.45 0.26 0.66 0 130 0
0.365 62.0 57.7 1.18 0.36 0.24 0 130 0
0.418 62.0 57.8 1.05 0.24 0.26 10 130 0
0.361 56.6 46.7 0.98 0.20 0.42 10 110 0
0.416 69.7 66.1 1.02 0.25 1.90 0 150 0
0.444 69.7 66.0 0.86 0.34 0.69 0 140 0
0.501 69.1 66.5 0.61 0.25 0.25 0 150 0
0.392 69.3 66.0 0.69 0.34 0.41 10 150 0
0.348 75.1 66.3 1.05 0.17 2.51 0 150 0
0.407 70.4 66.4 1.29 0.20 1.13 0 140 0
0.339 71.7 66.4 1.65 0.30 0.84 0 150 0
0.515 76.2 66.0 1.99 0.32 0.31 10 140 0
0.537 69.0 65.9 1.09 0.22 0.28 0 150 0
0.422 69.4 66.5 1.26 0.29 0.41 0 150 0
0.344 69.1 66.0 0.80 0.40 0.39 0 150 0
0.336 74.9 66.2 1.41 0.65 0.39 0 150 0
0.320 70.6 66.3 1.52 0.33 0.14 0 140 0
0.397 69.2 66.2 1.25 0.63 0.29 0 150 0
0.375 69.8 66.1 1.21 0.47 2.09 0 140 0
0.382 69.0 66.3 0.93 0.48 0.93 0 140 0
0.379 69.3 66.4 0.91 0.27 0.98 0 140 0
0.408 69.7 66.5 1.07 0.18 0.36 0 150 0
0.430 69.9 66.0 1.10 0.39 0.23 10 150 0
0.361 71.5 66.7 0.96 0.44 0.87 0 140 0
0.295 69.1 66.1 1.37 0.51 0.59 0 140 0
0.381 68.9 66.0 1.11 0.27 1.47 0 140 0
0.474 69.0 66.4 1.15 0.30 0.78 0 140 0
0.437 69.6 66.0 0.95 0.22 0.58 0 140 0
0.348 156 66.0 1.19 0.46 1.94 0 140 0
0.409 65.7 68.1 1.42 0.45 1.21 0 150 0
0.327 67.8 66.4 1.32 0.23 0.97 0 140 0
0.299 65.2 66.1 1.37 0.25 0.43 0 150 0
0.346 66.9 66.5 1.39 0.12 0.38 10 140 0
0.363 69.3 66.5 1.40 0.34 0.83 10 140 0
0.395 65.9 66.1 1.44 0.22 0.93 0 150 0
0.350 65.1 65.6 1.16 0.19 0.82 10 140 0
0.349 56.4 57.6 1.50 0.29 0.80 0 130 0
0.438 56.4 57.4 1.37 0.40 1.21 10 130 0
0.301 57.3 57.1 2.76 0.43 2.33 0 130 0
0.356 56.9 57.6 2.13 0.23 1.45 0 130 0
0.293 57.3 57.3 1.97 0.18 1.26 0 120 0
0.489 59.9 57.5 2.05 0.36 0.55 0 130 0
0.421 57.1 57.4 1.68 0.26 0.30 0 130 0
0.357 59.5 57.6 1.08 0.43 1.21 0 130 0
0.355 56.8 57.4 0.89 0.19 1.29 0 120 0
0.442 58.2 56.9 0.96 0.18 1.34 0 130 0
0.458 56.9 57.5 0.82 0.46 1.00 0 130 0
0.440 56.5 57.3 0.95 0.30 0.99 0 120 0
0.380 56.4 57.4 1.31 0.37 2.28 0 130 0
0.463 56.7 57.4 1.01 0.24 1.14 10 130 0
0.319 96.6 57.0 1.22 0.18 1.18 0 130 0
0.326 57.3 58.3 1.14 0.31 0.47 0 130 0
0.328 58.5 58.4 1.56 0.32 0.31 0 140 0
0.424 58.1 59.0 1.52 0.34 0.77 10 130 0
0.341 58.1 59.3 1.05 0.32 0.63 0 140 0
0.431 62.6 58.8 0.98 0.21 0.31 0 130 0
0.396 58.4 59.0 1.04 0.30 0.38 10 130 0
0.396 59.8 59.0 0.88 0.11 0.17 0 130 0
0.472 57.5 58.6 0.55 0.04 2.32 0 130 0
0.272 61.5 58.5 0.74 0.11 1.19 0 130 0
0.311 61.5 58.8 0.70 0.04 0.91 0 130 0
0.301 57.8 58.8 0.77 0.17 0.81 0 140 0
0.335 59.8 58.7 0.64 0.06 0.65 10 130 0
0.296 57.1 58.8 1.05 0.06 0.58 0 130 0
0.449 57.5 58.8 0.55 0.25 0.51 0 140 0
0.404 68.4 58.8 0.57 0.16 0.19 0 130 0
0.389 57.4 59.0 1.01 0.06 0.40 10 130 0
0.340 59.9 58.9 0.88 0.06 0.46 10 130 0
0.365 60.5 98.7 1.79 0.14 3.79 0 220 0
0.343 58.6 93.6 1.11 0.20 2.48 0 230 0
0.772 57.9 88.7 1.23 0.23 1.68 0 1170 0
0.306 58.0 110 1.23 0.16 1.43 0 220 0
0.376 58.6 85.3 1.08 0.23 0.62 0 470 0
0.475 58.2 9999999999 0.82 0.15 0.80 0 200 2
0.374 57.8 92.2 0.94 0.06 0.57 0 200 0
0.359 57.9 58.6 1.02 0.41 0.30 0 150 0
0.309 58.7 77.5 0.66 0.23 0.53 0 180 0
0.302 57.7 78.3 0.96 0.29 0.37 0 1210 0
0.373 57.8 88.8 1.18 0.46 2.47 0 190 0
0.434 61.2 90.8 0.92 0.42 1.38 0 170 0
0.402 63.4 87.5 1.18 0.20 0.97 0 150 0
0.366 61.7 81.3 1.27 0.40 0.87 0 190 0
0.327 60.6 96.0 1.09 0.58 0.43 10 190 0
0.397 61.6 97.9 1.00 0.38 0.79 0 210 0
0.435 61.3 74.5 1.66 0.43 0.62 0 140 0
0.404 60.9 105 1.54 0.54 0.37 0 220 0
0.439 63.1 84.2 1.79 0.40 0.36 0 140 0
0.355 61.1 69.1 1.94 0.44 0.13 0 200 0
0.370 60.9 80.3 1.52 0.37 1.68 0 190 0
0.363 72.0 95.3 1.81 0.24 0.72 0 180 0
0.394 61.3 85.0 1.15 0.15 0.61 0 190 0
0.525 58.5 90.6 0.94 0.24 1.30 0 200 0
0.361 61.4 80.3 1.30 0.31 0.57 0 190 0
0.445 61.4 101 1.29 0.33 1.03 0 200 0
0.379 66.4 92.9 1.10 0.16 0.67 0 200 0
0.372 61.9 80.7 0.79 0.13 0.73 0 180 0
0.273 58.2 75.2 1.89 0.16 0.91 0 170 0
0.343 79.3 80.4 1.62 0.42 0.85 10 180 0
0.324 58.0 81.1 1.89 0.47 3.39 0 180 0
0.393 57.3 102 1.97 0.23 1.51 0 160 0
0.363 57.5 100 1.76 0.27 1.14 0 160 0
0.324 58.1 95.6 1.89 0.20 1.84 0 180 0
0.481 59.4 83.0 1.57 0.42 0.89 0 180 0
0.369 58.5 104 1.32 0.24 0.67 10 170 0
0.372 57.9 9999999999 0.91 0.28 0.37 10 170 2
0.333 57.5 102 0.89 0.18 0.16 0 200 0
0.427 58.4 75.2 0.52 0.20 0.06 0 190 0
0.399 62.6 92.5 0.91 0.21 0.27 0 220 0
0.387 58.0 64.6 0.89 0.12 2.18 0 180 0
0.525 58.0 90.8 1.08 0.17 1.33 0 170 0
0.404 59.9 99.7 1.20 0.13 0.71 10 210 0
0.392 59.1 66.5 1.29 0.25 0.30 0 170 0
0.382 58.8 107 1.20 0.29 0.39 0 200 0
0.387 109 78.3 0.95 0.17 0.47 0 190 0
0.388 58.3 97.3 0.59 0.12 0.36 10 180 0
0.437 61.6 97.1 0.59 0.12 0.13 0 210 0
0.419 59.0 98.2 0.39 0.11 0.09 0 200 0
0.432 58.8 83.7 0.44 0.23 0.47 0 190 0
0.396 58.2 71.2 0.95 0.32 1.98 10 240 0
0.303 58.4 77.1 1.07 0.24 0.90 0 180 0
0.467 59.3 89.5 1.19 0.22 0.55 0 210 0
0.459 58.6 89.7 0.97 0.17 0.27 0 200 0
0.443 57.7 102 0.71 0.16 0.92 0 180 0
0.487 57.8 91.9 0.41 0.18 0.84 0 180 0
0.450 58.5 56.5 0.45 0.06 0.54 0 130 0
0.344 58.7 75.7 0.92 0.06 0.49 0 190 0
0.462 59.0 116 1.27 0.02 0.23 0 190 0
0.400 58.4 95.7 1.16 0.34 0.51 0 150 0
0.392 61.3 120 1.63 0.47 2.49 0 210 0
0.467 58.4 95.8 1.74 0.40 1.20 0 200 0
0.312 57.9 77.3 1.62 0.51 0.83 0 180 0
0.380 58.3 107 1.74 0.34 0.30 0 140 0
0.400 57.5 80.0 1.20 0.16 0.68 0 1170 0
0.494 57.6 100 1.54 0.23 0.87 0 600 0
0.332 58.2 100 1.52 0.17 0.77 0 510 0
0.377 58.5 114 1.23 0.29 0.28 0 540 0
0.439 63.9 89.7 1.39 0.19 0.98 0 160 0
0.288 61.7 96.9 1.52 0.47 1.40 10 170 0
0.414 61.7 86.7 1.48 0.20 1.78 0 190 0
0.403 61.7 113 1.09 0.32 0.79 0 410 0
0.356 61.8 106 1.60 0.25 0.81 10 170 0
0.377 64.2 85.7 1.90 0.44 0.30 0 170 0
0.274 61.4 91.0 2.12 0.47 0.70 0 200 0
0.436 65.2 79.3 1.56 0.29 1.60 0 170 0
0.393 62.4 114 1.38 0.18 0.94 0 220 0
0.344 62.2 92.8 1.13 0.20 0.46 0 160 0
0.445 65.2 104 1.40 0.07 0.17 0 210 0
0.375 61.3 80.3 1.43 0.18 1.31 0 180 0
0.404 77.5 91.3 1.73 0.34 2.30 0 220 0
0.421 64.3 122 1.95 0.25 1.12 0 190 0
0.466 62.5 84.1 1.35 0.18 1.05 0 180 0
0.467 62.0 90.6 2.13 0.10 0.66 10 150 0
0.317 61.7 102 2.09 0.11 0.85 0 450 0
0.333 60.5 105 1.84 0.16 0.67 10 190 0
0.342 60.4 120 2.14 0.06 0.53 0 220 0
0.348 60.7 81.3 1.47 0.16 0.19 0 160 0
0.432 61.4 93.5 1.42 0.25 0.07 0 220 0
0.366 60.4 82.8 1.76 0.26 0.56 0 180 0
0.383 61.3 84.3 1.66 0.29 2.81 0 150 0
0.387 60.0 92.2 3.20 0.33 1.29 0 190 0
0.360 65.7 86.5 1.56 0.23 1.01 10 170 0
0.365 61.5 92.0 1.61 0.26 0.37 0 200 0
0.380 60.6 100 2.35 0.20 0.42 0 180 0
0.368 60.3 93.6 1.64 0.38 1.29 0 190 0
0.346 61.8 9999999999 1.68 0.22 0.65 0 1190 2
0.305 61.6 80.6 0.89 0.09 0.41 0 200 0
0.392 62.8 97.2 1.36 0.11 0.15 10 160 0
0.389 60.7 85.5 1.01 0.11 0.21 0 190 0
0.361 65.4 85.8 1.42 0.16 2.15 0 190 0
0.445 62.0 74.1 1.61 0.17 0.93 0 150 0
0.303 61.0 107 2.05 0.14 0.71 0 1320 0
0.379 60.5 98.2 1.35 0.41 0.26 0 160 0
0.301 61.2 116 1.72 0.15 0.24 10 1980 0
0.414 60.6 9999999999 1.61 0.13 0.95 0 3220 2
0.306 85.6 106 1.48 0.13 0.64 10 200 0
0.378 60.3 121 1.63 0.11 0.31 0 200 0
0.350 61.5 110 1.34 0.25 0.16 0 200 0
0.359 61.2 74.3 1.59 0.09 0.43 0 150 0
0.407 61.6 97.9 1.51 0.30 2.41 0 180 0
0.329 60.9 85.6 1.84 0.47 1.29 0 160 0
0.416 61.0 88.4 1.73 0.48 0.75 0 1190 0
0.281 69.6 88.4 1.45 0.39 0.41 0 190 0
0.435 65.9 85.0 1.39 0.38 0.31 0 190 0
0.329 61.3 85.6 1.33 0.41 1.15 0 140 0
0.355 62.1 88.3 1.12 0.28 0.76 0 540 0
0.315 61.7 93.1 1.21 0.26 0.35 0 200 0
0.474 61.4 97.5 1.31 0.18 0.24 0 180 0
0.285 60.5 103 1.53 0.34 0.40 0 130 0
0.355 60.9 93.2 1.37 0.34 2.27 0 210 0
0.335 61.6 81.6 1.48 0.53 1.16 0 580 0
0.311 61.2 112 1.58 0.31 0.70 0 520 0
0.396 60.4 85.6 1.16 0.18 0.40 0 180 0
0.502 60.8 82.9 1.23 0.07 0.43 0 180 0
0.378 61.1 98.9 1.42 0.34 1.23 0 170 0
0.362 60.9 93.3 1.40 0.18 0.90 10 190 0
0.564 60.7 102 1.39 0.32 0.56 0 220 0
0.325 60.7 84.9 1.13 0.33 0.57 10 200 0
0.374 60.2 55.1 1.18 0.20 0.75 0 200 0
0.374 61.7 76.4 1.20 0.19 3.02 0 170 0
0.340 60.8 113 1.23 0.11 1.69 0 200 0
0.361 60.7 78.0 2.06 0.04 1.26 0 180 0
0.368 61.7 63.0 1.53 0.19 0.79 0 170 0
0.336 64.1 9999999999 1.35 0.18 1.96 0 190 2
0.450 60.4 9999999999 1.14 0.30 2.16 0 210 2
0.476 60.8 100 0.87 0.13 1.64 0 210 0
0.427 60.8 83.7 1.26 0.08 0.68 0 180 0
0.319 61.2 73.4 0.88 0.06 0.25 0 180 0
0.329 60.7 88.2 0.87 0.02 0.33 0 170 0
0.347 60.3 79.9 1.13 0.01 2.02 0 180 0
0.452 64.0 68.1 0.92 0.06 1.59 0 190 0
0.387 60.6 75.5 1.25 0.10 0.82 0 180 0
0.328 61.1 92.6 1.81 0.03 0.41 0 160 0
0.440 62.5 78.7 1.59 0.09 0.41 10 180 0
0.464 60.6 68.5 1.10 0.12 0.52 0 170 0
0.281 61.4 83.3 0.83 0.18 1.01 0 170 0
0.377 61.3 81.7 1.39 0.11 0.40 0 150 0
0.380 60.9 87.5 1.44 0.16 0.15 0 190 0
0.392 61.0 104 1.46 0.12 0.21 10 160 0
0.299 70.7 91.5 1.66 0.34 2.08 0 170 0
0.502 61.1 88.5 1.41 0.36 1.33 0 210 0
0.400 61.0 83.5 1.43 0.22 0.82 0 190 0
0.371 61.0 80.8 1.41 0.08 0.49 0 180 0
0.434 61.1 86.5 1.89 0.11 0.36 0 180 0
0.314 60.6 96.0 1.48 0.27 0.47 0 160 0
0.423 60.9 81.2 1.35 0.29 1.16 10 180 0
0.354 61.4 109 1.35 0.25 0.43 0 150 0
0.376 60.8 125 1.31 0.09 0.15 0 170 0
0.314 61.1 94.3 1.45 0.17 0.33 0 1190 0
0.443 60.5 104 1.67 0.09 1.67 0 160 0
0.406 61.9 80.9 1.45 0.03 1.02 0 180 0
0.382 61.2 92.9 1.37 0.01 0.84 0 160 0
0.381 64.6 67.9 1.43 0.00 0.35 0 190 0
0.435 60.9 87.7 1.70 0.11 0.26 0 210 0
0.405 61.3 75.0 1.23 0.32 0.76 0 180 0
0.433 61.1 93.0 1.42 0.33 0.78 0 160 0
0.402 63.8 69.5 1.02 0.20 0.33 0 200 0
0.470 60.7 93.8 1.12 0.17 0.12 10 210 0
0.309 61.3 69.2 1.26 0.31 0.36 0 200 0
0.369 60.9 93.8 1.11 0.23 1.85 0 170 0
0.283 62.7 87.1 2.02 0.08 1.38 0 170 0
0.470 61.2 92.9 1.44 0.09 0.74 0 200 0
0.381 61.4 87.6 1.21 0.15 0.32 0 150 0
0.412 60.3 76.0 1.19 0.16 0.32 0 210 0
0.320 60.9 99.5 0.80 0.06 0.43 0 170 0
0.398 61.5 73.9 0.79 0.02 0.75 0 200 0
0.411 60.5 57.5 0.84 0.12 0.35 0 130 0
0.429 62.9 57.3 1.05 0.11 0.13 0 120 0
0.468 63.5 57.6 1.42 0.08 0.29 0 130 0
0.398 62.3 88.5 1.27 0.38 1.77 0 200 0
0.430 65.1 61.8 1.34 0.14 0.85 0 150 0
0.413 62.0 57.5 1.87 0.09 1.07 0 130 0
0.315 61.0 74.2 1.60 0.06 0.39 0 130 0
0.461 60.8 57.2 1.28 0.30 0.34 0 160 0
0.342 60.9 57.3 1.27 0.14 0.53 0 130 0
0.355 61.1 57.8 1.22 0.08 0.42 0 130 0
0.505 61.1 57.3 1.50 0.07 0.56 0 120 0
0.397 61.3 57.4 1.43 0.10 0.20 0 120 0
0.338 61.2 57.4 1.22 0.15 0.54 10 120 0
0.313 61.0 57.3 1.55 0.27 1.86 0 120 0
0.381 61.9 57.6 1.49 0.16 0.98 0 140 0
0.523 61.6 57.5 1.17 0.21 0.78 0 130 0
0.423 60.9 57.3 1.31 0.18 0.33 0 130 0
0.283 61.0 58.0 1.37 0.06 0.41 0 130 0
0.341 60.6 57.7 1.29 0.02 1.25 0 130 0
0.438 61.0 57.6 1.32 0.10 0.88 0 130 0
0.340 58.4 57.0 0.99 0.04 0.96 0 130 0
0.288 58.2 57.8 0.98 0.13 0.47 0 130 0
0.334 60.3 57.4 1.29 0.05 0.62 10 130 0
0.382 57.9 57.6 1.48 0.22 2.31 0 130 0
0.436 58.9 57.4 2.01 0.14 1.29 0 130 0
0.398 61.4 57.5 1.74 0.05 1.76 0 130 0
0.461 61.0 57.6 1.57 0.13 0.92 0 130 0
0.434 61.9 57.6 1.43 0.16 0.56 0 120 0
0.365 60.6 57.4 1.50 0.17 0.60 0 130 0
0.392 61.0 57.7 1.31 0.12 0.47 0 130 0
0.343 60.6 57.0 1.50 0.04 0.71 0 120 0
0.338 61.2 57.5 1.72 0.01 0.42 0 130 0
0.316 61.3 57.5 1.39 0.05 0.39 0 130 0
0.466 61.1 57.1 1.44 0.23 2.13 0 130 0
0.389 61.6 57.1 1.92 0.20 1.30 0 130 0
0.477 61.1 57.9 1.34 0.34 1.08 0 130 0
0.360 60.7 57.9 1.32 0.18 0.39 10 120 0
0.413 64.6 57.4 1.34 0.06 0.24 0 130 0
0.437 62.9 57.5 1.28 0.02 0.45 0 130 0
0.376 62.0 57.0 1.46 0.06 0.45 0 130 0
0.401 64.7 57.2 1.29 0.06 0.83 10 130 0
0.408 60.7 57.3 1.94 0.09 0.43 0 130 0
0.431 60.6 57.1 1.47 0.03 0.27 10 130 0
0.497 62.9 57.3 1.42 0.05 2.26 0 130 0
0.352 61.2 57.3 1.36 0.12 0.98 0 130 0
0.480 61.7 57.8 1.80 0.13 1.00 10 130 0
0.409 66.5 57.4 1.86 0.16 0.46 0 130 0
0.498 60.9 57.7 1.44 0.06 0.27 0 130 0
0.382 61.0 57.7 1.19 0.06 0.63 10 130 0
0.467 60.7 57.1 1.11 0.11 0.45 10 130 0
0.310 61.9 57.7 1.32 0.11 0.24 0 130 0
0.475 61.5 57.4 1.28 0.21 0.70 0 130 0
0.457 60.5 57.3 1.96 0.18 0.26 0 130 0
0.352 63.8 57.1 1.64 0.23 1.49 0 120 0
0.383 61.8 57.9 1.52 0.21 0.72 0 130 0
0.414 61.0 57.6 1.54 0.13 0.57 0 130 0
0.301 60.6 57.8 1.32 0.18 0.47 0 130 0
0.326 60.5 57.4 1.28 0.23 0.38 10 130 0
0.345 60.9 57.7 1.14 0.21 0.76 0 130 0
0.334 61.0 57.8 0.94 0.11 0.52 0 130 0
0.358 60.8 57.5 1.33 0.04 0.19 0 130 0
0.377 61.7 57.6 1.37 0.05 0.60 0 130 0
0.350 61.8 57.3 1.38 0.02 0.22 0 130 0
0.309 60.9 57.7 0.95 0.12 2.13 0 120 0
0.318 61.0 57.9 1.12 0.08 1.05 0 120 0
0.320 61.1 57.7 1.13 0.09 0.69 10 130 0
0.280 61.1 57.3 1.15 0.14 1.01 0 130 0
0.294 60.7 57.3 1.31 0.09 0.56 0 130 0
0.415 61.1 57.5 1.41 0.07 0.99 10 130 0
0.315 61.5 57.6 1.54 0.06 1.06 0 130 0
0.287 60.9 57.4 1.26 0.10 0.56 0 130 0
0.311 61.4 57.3 1.43 0.15 0.60 0 130 0
0.359 61.4 57.6 1.54 0.17 0.34 0 130 0
0.322 61.9 57.4 1.43 0.11 2.09 0 130 0
0.392 63.1 57.3 1.40 0.08 1.22 0 130 0
0.430 60.7 57.6 1.14 0.12 0.91 10 130 0
0.536 60.6 57.4 1.48 0.10 0.95 0 130 0
0.338 60.9 57.4 1.45 0.07 0.73 0 120 0
0.306 61.1 57.6 1.26 0.15 1.45 10 120 0
0.317 60.9 57.5 1.12 0.05 1.17 0 120 0
0.410 64.7 57.8 0.98 0.20 1.07 0 130 0
0.409 61.2 57.4 1.46 0.18 2.02 0 130 0
0.481 61.1 57.5 1.13 0.06 1.32 0 130 0
0.518 61.0 57.7 1.14 0.02 2.93 0 130 0
0.423 63.8 57.8 1.60 0.05 1.37 0 120 0
0.375 61.3 57.5 1.37 0.06 1.10 0 130 0
0.354 62.1 57.2 1.63 0.02 0.95 10 130 0
0.374 60.8 57.7 1.38 0.04 0.58 0 130 0
